"Data as of : 14-Apr-16 18:30:52","Page 1 of 82","Selected Start and End Dates and Times: 13-Apr-16 00:00:00 to 14-Apr-16 00:00:00","Selected Operators: Pasadena","Selected Facilities: Pasadena","Selected Device IDs:  ","Selected Device Types:  ","Selected Transaction Types:  ","Selected Transaction Statuses:  ","Selected Bus IDs: ",,,"Operator: Pasadena","Facility","Date and Time","Device Transaction History","Fare Product","Fare Product","Transit Card","Payment Types*","Device ID","Grp ID","Transaction Type","Seq #","Bus ID","Grp Qty","Total","Cost $","Bonus $","- - - - - - - - - - - - Stored Value - - - - - - - - - - - ","Change $","Pasadena"," Total","Change $","rodeo2:regional","Value","Left $","Rides","Left","A102 / PN.01-05.0105.07 / 1101","Renewed","In Advnce","Count**","Status"
,"Pasadena","BMV08256",,"3219"
"13-Apr-16 06:38:01","EZ Pass AdultZ0","0160008256104158","N/A","","Pass Entry (Tag On)","","1","0.00","0.00","0.00","0.00","0.00","Unlmtd","0","Success"
"13-Apr-16 07:10:15","Reg SV Student","0160020362141396","N/A","","SV Entry (Tag On)","","1","0.50","0.00","-0.50","-0.50","43.00","Unlmtd","","Success"
"13-Apr-16 07:10:17","Reg SV Regular","0160008699015193","N/A","","SV Entry (Tag On)","","1","0.75","0.00","-0.75","-0.75","0.25","Unlmtd","","Success"
"13-Apr-16 07:10:39","Reg SV Regular","0160008699015193","N/A","","No Prod Use Type","","1","0.00","0.00","0.00","0.00","0.25","Unlmtd","","Passback"
"13-Apr-16 07:11:20","Reg SV Regular","0160008699015193","N/A","","No Prod Use Type","","1","0.00","0.00","0.00","0.00","0.25","Unlmtd","","Passback"
"13-Apr-16 07:12:36","Reg SV Regular","0160008699015193","N/A","","No Prod Use Type","","1","0.00","0.00","0.00","0.00","0.25","Unlmtd","","Passback"
"13-Apr-16 07:14:43","Reg SV Regular","0160000513210647","N/A","","SV Entry (Tag On)","","1","0.75","0.00","-0.75","-0.75","57.00","Unlmtd","","Success"
"13-Apr-16 07:22:21","Reg SV Regular","0160031313983265","N/A","","SV Entry (Tag On)","","1","0.75","0.00","-0.75","-0.75","8.75","Unlmtd","","Success"
"13-Apr-16 07:40:14","Reg SV Student","01700323807421559040","N/A","","SV Entry (Tag On)","","1","0.50","0.00","-0.50","-0.50","1.00","Unlmtd","","Success"
"13-Apr-16 07:52:03","ASI","0160036514916436","N/A","","Pass Entry (Tag On)","","1","0.00","0.00","0.00","0.00","1.75","Unlmtd","0","Success"
"13-Apr-16 08:22:05","ASI","0160005499189277","N/A","","Pass Entry (Tag On)","","1","0.00","0.00","0.00","0.00","0.50","Unlmtd","0","Success"
"13-Apr-16 08:50:57","EZ Pass AdultZ0","0160041543267504","N/A","","Pass Entry (Tag On)","","1","0.00","0.00","0.00","0.00","1.75","Unlmtd","0","Success"
"13-Apr-16 09:04:06","ASI","0160005834850716","N/A","","Pass Entry (Tag On)","","1","0.00","0.00","0.00","0.00","0.00","Unlmtd","0","Success"
"13-Apr-16 09:04:12","ASI","0160011542093185","N/A","","Pass Entry (Tag On)","","1","0.00","0.00","0.00","0.00","0.00","Unlmtd","0","Success"
"13-Apr-16 09:35:53","ASI","0160005648339351","N/A","","Pass Entry (Tag On)","","1","0.00","0.00","0.00","0.00","0.00","Unlmtd","0","Success"
"13-Apr-16 09:57:14","ASI","0160008107917279","N/A","","Pass Entry (Tag On)","","1","0.00","0.00","0.00","0.00","0.00","Unlmtd","0","Success"
"13-Apr-16 10:00:23","Reg SV Regular","0160005088691352","N/A","","SV Entry (Tag On)","","1","0.75","0.00","-0.75","-0.75","7.00","Unlmtd","","Success"
"13-Apr-16 10:22:56","ASI","0160005678225439","N/A","","Pass Entry (Tag On)","","1","0.00","0.00","0.00","0.00","0.00","Unlmtd","0","Success"
"13-Apr-16 10:53:46","EZ Pass S/D Z0","0160008891024514","N/A","","Pass Entry (Tag On)","","1","0.00","0.00","0.00","0.00","0.00","Unlmtd","0","Success"
